channel,message_id,date,text,sender_id,views,image_path,doc_path,processed_text
@jijietcom,309157,2025-06-21T11:26:31+00:00,"🌟Black Angel Cocoa Butter lotion 

👉24 hour moisture
👉Made from cocoa butter 
👉Protomotes healthy skin 


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,772,data/raw/media\@jijietcom_309157.jpg,,"🌟Black Angel Cocoa Butter lotion 👉24 hour moisture 👉Made from cocoa butter 👉Protomotes healthy skin 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309156,2025-06-21T11:26:15+00:00,"🌟CeraVe PM Facial Moisturizer Lotion 

👉Formulated to lock in your skin's moisture 
👉Helps to restore your skin's natural barrier
👉Developed with Dermatologists
👉Suitable for all skin type 


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =3,500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,1423,data/raw/media\@jijietcom_309156.jpg,,"🌟CeraVe PM Facial Moisturizer Lotion 👉Formulated to lock in your skin's moisture 👉Helps to restore your skin's natural barrier 👉Developed with Dermatologists 👉Suitable for all skin type 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =3,500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309155,2025-06-21T11:26:01+00:00,"🌟Carrot Whitening Oil

👉Carrot oil's ability to brighten skin is largely due to its high beta-carotene content 
👉lt deeply nourishes the skin
👉Promoting a healthy and radiant glow


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =2,800

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,974,data/raw/media\@jijietcom_309155.jpg,,"🌟Carrot Whitening Oil 👉Carrot oil's ability to brighten skin is largely due to its high beta-carotene content 👉lt deeply nourishes the skin 👉Promoting a healthy and radiant glow 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =2,800 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309154,2025-06-21T11:25:52+00:00,"🌟Dr Rashel 5 Piece Set

👉lt will help fade sun spots and discoloration 
👉Refine skin texture 
👉Reduce wrinkle formation 
👉Minimize existing wrinkles


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =4,500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,1186,data/raw/media\@jijietcom_309154.jpg,,"🌟Dr Rashel 5 Piece Set 👉lt will help fade sun spots and discoloration 👉Refine skin texture 👉Reduce wrinkle formation 👉Minimize existing wrinkles 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =4,500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309153,2025-06-21T11:25:50+00:00,,673199234,0,data/raw/media\@jijietcom_309153.jpg,,
@jijietcom,309152,2025-06-21T11:25:50+00:00,"Samsung Ultra 21
Internal storage:256gb
RAM:12gb
No crack 
Price:40,000
0945677890
Dm sura_mg01",673199234,0,data/raw/media\@jijietcom_309152.jpg,,"Samsung Ultra 21 Internal storage:256gb RAM:12gb No crack Price:40,000 0945677890 Dm sura_mg01"
@jijietcom,309151,2025-06-21T11:25:47+00:00,"🌟Black Angle Lips Gloss

👉Helps to hydrate and protect your lips
👉Helps to make your lips look fuller and more youthful 


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,975,data/raw/media\@jijietcom_309151.jpg,,"🌟Black Angle Lips Gloss 👉Helps to hydrate and protect your lips 👉Helps to make your lips look fuller and more youthful 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309150,2025-06-21T11:25:09+00:00,"🌟Eucerine Pigment Cotrol Tinted SunScreen

👉94% effectively prevents and reduces sun - induced hyperpigmentation 
👉lnstantly unifies skin tone
👉Effectively covers impurities and imperfections immediately 
👉Provides a Long-lasting matte finish
👉Provides a light texture 


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =4,500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,1103,data/raw/media\@jijietcom_309150.jpg,,"🌟Eucerine Pigment Cotrol Tinted SunScreen 👉94% effectively prevents and reduces sun - induced hyperpigmentation 👉lnstantly unifies skin tone 👉Effectively covers impurities and imperfections immediately 👉Provides a Long-lasting matte finish 👉Provides a light texture 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =4,500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309149,2025-06-21T11:25:00+00:00,"🌟Joy Lip Guard 

👉Provides a protective barrier to shield your lips from environmental stressors like wind,cold and pollution 
👉Enhances lip health 
👉Promotes overall lip health,preventing cracking, peeling and discomfort 


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,962,data/raw/media\@jijietcom_309149.jpg,,"🌟Joy Lip Guard 👉Provides a protective barrier to shield your lips from environmental stressors like wind,cold and pollution 👉Enhances lip health 👉Promotes overall lip health,preventing cracking, peeling and discomfort 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309148,2025-06-21T11:24:50+00:00,"🌟La-roche Posay Toleriane Double Cleansing Foaming Gel

👉Cleanses skin of dirt,makeup and impurities 
👉Removes excess oil while maintaining the skin's natural moisture barrier and pH
👉Leaves skin feeling clean, fresh and comfortable 
👉Foaming properties leave no pore - clogging residu


👥Contact @Cosmobeki

📞 call 0947-737475
              0947-767778

💰💰l = Price =4,500

Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel.

መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት።",7437782350,1331,data/raw/media\@jijietcom_309148.jpg,,"🌟La-roche Posay Toleriane Double Cleansing Foaming Gel 👉Cleanses skin of dirt,makeup and impurities 👉Removes excess oil while maintaining the skin's natural moisture barrier and pH 👉Leaves skin feeling clean, fresh and comfortable 👉Foaming properties leave no pore - clogging residu 👥Contact @Cosmobeki 📞 call 0947-737475 0947-767778 💰💰l = Price =4,500 Address - Megenagna, on the Road from zefmesh to Sholla, Infront of Mesob Habesha Hotel. መገናኛ, ከዘፍመሽ ወደ ሾላ ገበያ በሚወስደዉ መንገድ ላይ ከመሶብ ሀበሻ ሆቴል ፊት ለፊት"
@jijietcom,309147,2025-06-21T11:11:15+00:00,"iPhone ስልኮች እንገዛለን
0963571010

iphone 11 pro max
Storage 256
Battery 88
iCloud free✅
Exchange ✅
Face id✅
True tone✅
price
0963571010


iPhone ስልኮች እንገዛለን
0963571010

iphone 12
Storage 64
Battery 90
iCloud free✅
Exchange ✅
Face id✅
True tone✅
price
0963571010",6147944636,0,data/raw/media\@jijietcom_309147.jpg,,iPhone ስልኮች እንገዛለን 0963571010 iphone 11 pro max Storage 256 Battery 88 iCloud free✅ Exchange ✅ Face id✅ True tone✅ price 0963571010 iPhone ስልኮች እንገዛለን 0963571010 iphone 12 Storage 64 Battery 90 iCloud free✅ Exchange ✅ Face id✅ True tone✅ price 0963571010
@jijietcom,309144,2025-06-21T10:57:21+00:00,"ስክሪን የፈሰሱ ምት ያለባቸዉ እና ንፁህ  ሁሉንም IPHONE SAMSUNG  ስልኮች እንገዛለን
Exchange enadergalen 👉ስልክ በ ስልክ እንቀይራለን
SAMSUNG                  iphone 7
A01 A02 A03…….       iphone8
A20 A21 A 21s.           iphone8 plus
                         iphone x xr xs xsmax
0961369276   iPhone 11 11 pro max
                        iphone 12 12 pro max
                         iphone 13 14 ……..

ሁሉንም Samsung iPhone engezalen
☎️ 0961369276


ስክሪን የፈሰሱ ምት ያለባቸዉ እና ንፁህ  ሁሉንም IPHONE SAMSUNG  ስልኮች እንገዛለን
Exchange enadergalen 👉ስልክ በ ስልክ እንቀይራለን
SAMSUNG                  iphone 7
A01 A02 A03…….       iphone8
A20 A21 A 21s.           iphone8 plus
                         iphone x xr xs xsmax
0961369276   iPhone 11 11 pro max
                        iphone 12 12 pro max
                         iphone 13 14 ……..

ሁሉንም Samsung iPhone engezalen
☎️ 0961369276",878728285,0,data/raw/media\@jijietcom_309144.jpg,,ስክሪን የፈሰሱ ምት ያለባቸዉ እና ንፁህ ሁሉንም IPHONE SAMSUNG ስልኮች እንገዛለን Exchange enadergalen 👉ስልክ በ ስልክ እንቀይራለን SAMSUNG iphone 7 A01 A02 A03……. iphone8 A20 A21 A 21s. iphone8 plus iphone x xr xs xsmax 0961369276 iPhone 11 11 pro max iphone 12 12 pro max iphone 13 14 …….. ሁሉንም Samsung iPhone engezalen ☎️ 0961369276 ስክሪን የፈሰሱ ምት ያለባቸዉ እና ንፁህ ሁሉንም IPHONE SAMSUNG ስልኮች እንገዛለን Exchange enadergalen 👉ስልክ በ ስልክ እንቀይራለን SAMSUNG iphone 7 A01 A02 A03……. iphone8 A20 A21 A 21s. iphone8 plus iphone x xr xs xsmax 0961369276 iPhone 11 11 pro max iphone 12 12 pro max iphone 13 14 …….. ሁሉንም Samsung iPhone engezalen ☎️ 0961369276
@jijietcom,309137,2025-06-21T10:36:41+00:00,,7633800741,0,data/raw/media\@jijietcom_309137.jpg,,
@jijietcom,309136,2025-06-21T10:36:41+00:00,,7633800741,0,data/raw/media\@jijietcom_309136.jpg,,
@jijietcom,309135,2025-06-21T10:36:41+00:00,,7633800741,0,data/raw/media\@jijietcom_309135.jpg,,
@jijietcom,309134,2025-06-21T10:36:41+00:00,,7633800741,0,data/raw/media\@jijietcom_309134.jpg,,
@jijietcom,309133,2025-06-21T10:36:41+00:00,,7633800741,0,data/raw/media\@jijietcom_309133.jpg,,
@jijietcom,309132,2025-06-21T10:36:41+00:00,"🔥🔥SAMSUNG GALAXY A73 5G
🎛Snapdragon  5G chipset
♨️Android version 14 one UI 6.1
📶 Dual Sim/Support 5G network
📸Quad camera/64MP
🔓 Onscreen mounted fingerprint sensor
💎 Display-Super AMOLED plus
🔋 #5,000 mAh Battery capacity
⏳8GB RAM
📼 #256GB storage

Price:43,500ETB



Call 0916052084",7633800741,0,data/raw/media\@jijietcom_309132.jpg,,"🔥🔥SAMSUNG GALAXY A73 5G 🎛Snapdragon 5G chipset ♨️Android version 14 one UI 6.1 📶 Dual Sim/Support 5G network 📸Quad camera/64MP 🔓 Onscreen mounted fingerprint sensor 💎 Display-Super AMOLED plus 🔋 #5,000 mAh Battery capacity ⏳8GB RAM 📼 #256GB storage Price:43,500ETB Call 0916052084"
@jijietcom,309129,2025-06-21T10:28:11+00:00,,6705095954,1188,data/raw/media\@jijietcom_309129.jpg,,
@jijietcom,309128,2025-06-21T10:28:11+00:00,,6705095954,1280,data/raw/media\@jijietcom_309128.jpg,,
@jijietcom,309127,2025-06-21T10:28:10+00:00,"iPhone 8 Plus
Storage 64gb
Battery 81%
iCloud free
Finger print work
Price 11k
Call 0993275285",6705095954,1161,data/raw/media\@jijietcom_309127.jpg,,iPhone 8 Plus Storage 64gb Battery 81% iCloud free Finger print work Price 11k Call 0993275285
@jijietcom,309125,2025-06-21T10:20:47+00:00,,441731279,0,data/raw/media\@jijietcom_309125.jpg,,
@jijietcom,309124,2025-06-21T10:20:47+00:00,,441731279,0,data/raw/media\@jijietcom_309124.jpg,,
@jijietcom,309123,2025-06-21T10:20:47+00:00,,441731279,0,data/raw/media\@jijietcom_309123.jpg,,
